doctor_id,doctor_name,specialty,clinic_name,city,region,tier,active_flag,last_updated
D0840,Dr Mohamed El-Sayed,Pulmonology,Noor Clinic,Sohag,South,A,1,2023-10-15
D0841,Dr Hassan Hassan,Pulmonology,Elite Clinic,Siwa,West,C,1,2023-10-30
D0842,Dr Hassan Ali,General Practice,Care Clinic,Cairo,Central,C,1,2025-05-27
D0843,Dr Ali Hassan,ENT,Care Clinic,Giza,Central,B,1,2025-01-23
D0844,Dr Hassan El-Sayed,Endocrinology,Noor Clinic,Suez,East,C,1,2023-06-02
D0845,Dr Hassan Ali,ENT,Noor Clinic,Alexandria,North,C,1,2024-03-11
D0846,Dr Ahmed Saad,ENT,Elite Clinic,Dubai,Gulf,B,1,2025-02-10
D0847,Dr Ahmed Ali,Pulmonology,Elite Clinic,Marsa Matruh,West,B,1,2023-04-03
D0848,Dr Youssef Ali,ENT,Care Clinic,Ismailia,East,C,1,2023-01-25
D0849,Dr Omar Saad,Pulmonology,Life Clinic,Riyadh,Gulf,C,1,2024-04-20
D0850,Dr Khaled Ali,Pediatrics,Shifa Clinic,Dubai,Gulf,C,1,2023-02-03
D0851,Dr Ahmed Mostafa,General Practice,Shifa Clinic,Jeddah,Gulf,C,1,2024-12-02
D0852,Dr Ahmed Ali,General Practice,Shifa Clinic,Dubai,Gulf,C,1,2023-02-22
D0853,Dr Ahmed Mostafa,Neurology,Elite Clinic,Marsa Matruh,West,B,1,2024-12-22
D0854,Dr Omar Mostafa,Neurology,Elite Clinic,Asyut,South,B,1,2024-05-04
D0855,Dr Omar Ali,Endocrinology,Shifa Clinic,Qena,South,B,1,2024-05-30
D0856,Dr Ali El-Sayed,Neurology,Noor Clinic,Alexandria,North,B,1,2024-06-23
D0857,Dr Ali Saad,General Practice,Elite Clinic,Jeddah,Gulf,C,1,2024-01-12
D0858,Dr Khaled El-Sayed,ENT,Life Clinic,Alexandria,North,A,1,2023-07-03
D0859,Dr Mohamed Mostafa,Internal Medicine,Elite Clinic,Sohag,South,C,1,2025-06-14
D0860,Dr Youssef Mahmoud,Pediatrics,Noor Clinic,Tanta,North,C,1,2023-05-16
D0861,Dr Mohamed Mostafa,Gastroenterology,Elite Clinic,Marsa Matruh,West,B,1,2025-04-01
D0862,Dr Hassan Saad,Neurology,Elite Clinic,Suez,East,C,1,2024-05-12
D0863,Dr Khaled Hassan,ENT,Shifa Clinic,Giza,Central,B,1,2025-03-19
D0864,Dr Mohamed Mahmoud,Neurology,Shifa Clinic,Sohag,South,C,1,2023-02-18
D0865,Dr Ali Saad,Pulmonology,Elite Clinic,Marsa Matruh,West,C,1,2023-06-29
D0866,Dr Hassan Hassan,Pulmonology,Noor Clinic,Dubai,Gulf,B,1,2023-11-21
D0867,Dr Khaled Mahmoud,Pulmonology,Care Clinic,Suez,East,B,1,2024-11-12
D0868,Dr Ahmed Ali,General Practice,Noor Clinic,Suez,East,C,1,2023-05-05
D0869,Dr Hassan Mahmoud,Neurology,Elite Clinic,Sohag,South,B,0,2024-07-13
D0870,Dr Hassan Saad,ENT,Care Clinic,Riyadh,Gulf,C,0,2025-02-11
D0871,Dr Mohamed Saad,Neurology,Hope Clinic,Giza,Central,C,1,2023-02-11
D0872,Dr Khaled El-Sayed,Cardiology,Shifa Clinic,Tanta,North,B,1,2024-04-01
D0873,Dr Khaled Hassan,Endocrinology,Life Clinic,Damanhur,North,C,1,2025-02-24
D0874,Dr Youssef Hassan,ENT,Noor Clinic,Damanhur,North,C,0,2024-06-08
D0875,Dr Youssef Hassan,General Practice,Elite Clinic,Port Said,East,C,0,2024-01-05
D0876,Dr Khaled Ali,Pediatrics,Hope Clinic,Siwa,West,B,1,2023-12-26
D0877,Dr Khaled Hassan,ENT,Elite Clinic,Alexandria,North,C,1,2024-03-29
D0878,Dr Mohamed Mahmoud,Pulmonology,Noor Clinic,Siwa,West,C,1,2023-05-28
D0879,Dr Ahmed El-Sayed,Internal Medicine,Noor Clinic,Giza,Central,C,1,2024-01-20
D0880,Dr Ali Hassan,Pediatrics,Care Clinic,Riyadh,Gulf,B,1,2024-08-04
D0881,Dr Khaled Mostafa,Gastroenterology,Shifa Clinic,Sohag,South,C,1,2025-04-26
D0882,Dr Khaled Saad,Endocrinology,Elite Clinic,Siwa,West,A,1,2023-09-26
D0883,Dr Omar Hassan,Gastroenterology,Life Clinic,Marsa Matruh,West,B,1,2024-12-05
D0884,Dr Khaled Mostafa,ENT,Noor Clinic,Tanta,North,C,1,2025-02-02
D0885,Dr Ali El-Sayed,Gastroenterology,Shifa Clinic,Giza,Central,C,1,2024-12-11
D0886,Dr Youssef Saad,Gastroenterology,Care Clinic,Cairo,Central,B,1,2023-11-24
D0887,Dr Ahmed Mahmoud,Cardiology,Shifa Clinic,Ismailia,East,B,1,2023-12-31
D0888,Dr Ahmed Mostafa,General Practice,Care Clinic,Cairo,Central,B,1,2025-02-22
D0889,Dr Khaled Saad,Neurology,Elite Clinic,Giza,Central,C,1,2023-11-05
D0890,Dr Ahmed Hassan,Internal Medicine,Hope Clinic,Riyadh,Gulf,C,1,2023-05-28
D0891,Dr Ahmed Hassan,ENT,Care Clinic,Suez,East,B,0,2023-06-16
D0892,Dr Ali Mostafa,Endocrinology,Hope Clinic,Cairo,Central,C,1,2024-12-07
D0893,Dr Ali Hassan,Internal Medicine,Life Clinic,Jeddah,Gulf,B,0,2023-04-30
D0894,Dr Hassan Mostafa,Gastroenterology,Shifa Clinic,Siwa,West,C,1,2024-03-28
D0895,Dr Mohamed Saad,Gastroenterology,Care Clinic,Qena,South,A,1,2023-08-16
D0896,Dr Youssef Saad,Gastroenterology,Life Clinic,Dubai,Gulf,A,1,2023-03-22
D0897,Dr Ahmed Saad,ENT,Hope Clinic,Alexandria,North,C,1,2023-04-21
D0898,Dr Khaled Saad,ENT,Life Clinic,Cairo,Central,A,1,2023-03-09
D0899,Dr Khaled El-Sayed,Endocrinology,Life Clinic,Alexandria,North,C,1,2024-11-17
D0900,Dr Ali Mostafa,Gastroenterology,Elite Clinic,Qena,South,C,1,2023-06-14
D0901,Dr Ali El-Sayed,General Practice,Hope Clinic,Cairo,Central,C,1,2024-08-15
D0902,Dr Hassan El-Sayed,Endocrinology,Elite Clinic,Qena,South,C,1,2025-02-11
D0903,Dr Hassan Hassan,General Practice,Noor Clinic,Alexandria,North,C,1,2024-12-15
D0904,Dr Mohamed Mostafa,Pulmonology,Care Clinic,Dubai,Gulf,C,0,2024-03-10
D0905,Dr Youssef Mahmoud,Neurology,Elite Clinic,Marsa Matruh,West,A,1,2023-05-20
D0906,Dr Khaled Ali,Cardiology,Hope Clinic,Port Said,East,A,1,2024-01-30
D0907,Dr Youssef Hassan,ENT,Life Clinic,Riyadh,Gulf,B,1,2025-05-25
D0908,Dr Ahmed Ali,Pulmonology,Noor Clinic,Siwa,West,A,1,2024-11-19
D0909,Dr Ahmed Saad,Internal Medicine,Care Clinic,Cairo,Central,A,1,2024-08-27
D0910,Dr Ahmed Hassan,Endocrinology,Noor Clinic,Tanta,North,B,1,2024-02-18
D0911,Dr Khaled Saad,Gastroenterology,Noor Clinic,Riyadh,Gulf,C,1,2024-08-30
D0912,Dr Ali Ali,Pediatrics,Life Clinic,Suez,East,C,1,2023-05-31
D0913,Dr Ahmed El-Sayed,ENT,Elite Clinic,Tanta,North,B,1,2023-05-18
D0914,Dr Hassan Saad,ENT,Shifa Clinic,Alexandria,North,C,0,2024-01-27
D0915,Dr Ali Ali,Internal Medicine,Noor Clinic,Sohag,South,C,1,2024-06-16
D0916,Dr Ali Mostafa,ENT,Hope Clinic,Sohag,South,B,1,2023-12-18
D0917,Dr Khaled Ali,Pediatrics,Noor Clinic,Alexandria,North,C,1,2024-04-05
D0918,Dr Khaled Saad,Cardiology,Care Clinic,Marsa Matruh,West,B,1,2025-03-09
D0919,Dr Ahmed Mostafa,Pulmonology,Elite Clinic,Siwa,West,B,1,2025-02-21
D0920,Dr Youssef Mahmoud,ENT,Noor Clinic,Siwa,West,C,1,2023-02-27
D0921,Dr Ahmed Mostafa,Neurology,Life Clinic,Giza,Central,C,1,2023-03-04
D0922,Dr Omar Mahmoud,Neurology,Noor Clinic,Sohag,South,C,1,2025-02-22
D0923,Dr Omar Hassan,Neurology,Care Clinic,Tanta,North,C,1,2023-02-27
D0924,Dr Ali Mahmoud,Gastroenterology,Life Clinic,Qena,South,C,0,2023-03-09
D0925,Dr Ali Ali,Cardiology,Hope Clinic,Ismailia,East,C,1,2024-11-04
D0926,Dr Khaled Ali,Gastroenterology,Hope Clinic,Giza,Central,A,1,2023-01-23
D0927,Dr Mohamed Mahmoud,Internal Medicine,Noor Clinic,Siwa,West,C,1,2024-11-22
D0928,Dr Mohamed Ali,Pulmonology,Elite Clinic,Giza,Central,C,1,2024-03-22
D0929,Dr Youssef Hassan,Endocrinology,Hope Clinic,Damanhur,North,B,1,2024-08-10
D0930,Dr Ali Mostafa,Internal Medicine,Noor Clinic,Dubai,Gulf,C,1,2024-08-03
D0931,Dr Hassan Mahmoud,Neurology,Noor Clinic,Marsa Matruh,West,C,1,2023-11-06
D0932,Dr Hassan Ali,Neurology,Elite Clinic,Jeddah,Gulf,B,1,2024-10-01
D0933,Dr Hassan Ali,Cardiology,Care Clinic,Cairo,Central,C,1,2023-07-11
D0934,Dr Hassan Ali,ENT,Hope Clinic,Jeddah,Gulf,B,1,2025-04-08
D0935,Dr Mohamed Hassan,Cardiology,Elite Clinic,Jeddah,Gulf,C,1,2023-06-01
D0936,Dr Omar Hassan,Pediatrics,Noor Clinic,Riyadh,Gulf,B,1,2023-03-07
D0937,Dr Mohamed El-Sayed,Pulmonology,Care Clinic,Suez,East,B,1,2024-02-20
D0938,Dr Hassan Ali,Endocrinology,Noor Clinic,Asyut,South,C,1,2024-05-12
D0939,Dr Ali Mahmoud,Endocrinology,Elite Clinic,Dubai,Gulf,B,1,2023-09-22
D0940,Dr Ahmed El-Sayed,Cardiology,Shifa Clinic,Cairo,Central,C,1,2023-01-21
D0941,Dr Omar Saad,Internal Medicine,Life Clinic,Giza,Central,C,1,2024-01-08
D0942,Dr Hassan Saad,Endocrinology,Hope Clinic,Marsa Matruh,West,A,1,2023-05-04
D0943,Dr Ali Mahmoud,ENT,Shifa Clinic,Giza,Central,C,1,2023-05-06
D0944,Dr Mohamed Hassan,Endocrinology,Shifa Clinic,Giza,Central,C,1,2023-04-20
D0945,Dr Khaled Saad,Gastroenterology,Life Clinic,Siwa,West,C,1,2024-06-30
D0946,Dr Ali Hassan,Pediatrics,Shifa Clinic,Port Said,East,B,1,2023-10-12
D0947,Dr Ahmed Saad,Gastroenterology,Elite Clinic,Siwa,West,A,0,2024-09-12
D0948,Dr Omar Mahmoud,Endocrinology,Elite Clinic,Damanhur,North,B,1,2024-10-16
D0949,Dr Khaled Mahmoud,Endocrinology,Life Clinic,Damanhur,North,C,1,2024-02-07
D0950,Dr Omar Mahmoud,Endocrinology,Elite Clinic,Sohag,South,C,1,2024-03-25
D0951,Dr Youssef Saad,Gastroenterology,Noor Clinic,Marsa Matruh,West,C,1,2024-05-18
D0952,Dr Mohamed Saad,Pediatrics,Shifa Clinic,Port Said,East,C,1,2025-04-24
D0953,Dr Omar Mahmoud,Neurology,Noor Clinic,Cairo,Central,B,1,2024-07-14
D0954,Dr Ali Saad,Cardiology,Care Clinic,Dubai,Gulf,C,1,2024-03-30
D0955,Dr Ahmed Hassan,Endocrinology,Care Clinic,Tanta,North,C,1,2023-03-26
D0956,Dr Ali Saad,Pediatrics,Care Clinic,Cairo,Central,C,1,2024-05-04
D0957,Dr Khaled Hassan,Neurology,Noor Clinic,Ismailia,East,C,1,2024-02-29
D0958,Dr Hassan Saad,Cardiology,Care Clinic,Marsa Matruh,West,C,0,2024-10-24
D0959,Dr Youssef Mostafa,Endocrinology,Noor Clinic,Tanta,North,B,1,2023-02-20
D0960,Dr Ahmed El-Sayed,Pulmonology,Elite Clinic,Giza,Central,A,1,2024-08-03
D0961,Dr Omar Hassan,ENT,Care Clinic,Giza,Central,C,1,2023-08-18
D0962,Dr Hassan Hassan,ENT,Shifa Clinic,Suez,East,B,1,2023-07-31
D0963,Dr Ahmed Mahmoud,Endocrinology,Shifa Clinic,Jeddah,Gulf,B,1,2023-05-30
D0964,Dr Omar Ali,ENT,Life Clinic,Qena,South,C,1,2024-12-01
D0965,Dr Omar Hassan,Pulmonology,Elite Clinic,Tanta,North,C,0,2024-02-12
D0966,Dr Khaled Hassan,Gastroenterology,Noor Clinic,Siwa,West,A,1,2023-02-23
D0967,Dr Khaled Ali,Cardiology,Elite Clinic,Port Said,East,A,1,2024-01-26
D0968,Dr Hassan Ali,General Practice,Shifa Clinic,Ismailia,East,A,1,2023-06-23
D0969,Dr Khaled El-Sayed,Internal Medicine,Shifa Clinic,Marsa Matruh,West,B,1,2023-05-26
D0970,Dr Khaled Ali,ENT,Shifa Clinic,Alexandria,North,C,1,2025-02-04
D0971,Dr Khaled Saad,Gastroenterology,Noor Clinic,Port Said,East,C,1,2023-06-18
D0972,Dr Mohamed El-Sayed,ENT,Noor Clinic,Qena,South,A,1,2023-08-24
D0973,Dr Ahmed Ali,ENT,Shifa Clinic,Ismailia,East,B,0,2024-05-21
D0974,Dr Ali Hassan,ENT,Life Clinic,Jeddah,Gulf,B,1,2025-01-07
D0975,Dr Omar Mostafa,Endocrinology,Shifa Clinic,Ismailia,East,C,1,2023-06-22
D0976,Dr Ahmed Hassan,Cardiology,Noor Clinic,Cairo,Central,C,1,2024-03-02
D0977,Dr Ahmed Ali,Neurology,Shifa Clinic,Dubai,Gulf,A,1,2024-11-27
D0978,Dr Omar Saad,Neurology,Noor Clinic,Cairo,Central,B,1,2025-04-30
D0979,Dr Youssef Mahmoud,Cardiology,Elite Clinic,Siwa,West,B,1,2024-09-29
D0980,Dr Khaled Mahmoud,Pulmonology,Life Clinic,Jeddah,Gulf,B,1,2024-10-21
D0981,Dr Khaled Hassan,General Practice,Care Clinic,Dubai,Gulf,C,1,2024-02-13
D0982,Dr Youssef Mahmoud,Cardiology,Elite Clinic,Marsa Matruh,West,C,1,2025-03-09
D0983,Dr Ali Mahmoud,Internal Medicine,Elite Clinic,Dubai,Gulf,B,1,2025-01-23
D0984,Dr Mohamed Ali,Neurology,Noor Clinic,Cairo,Central,C,1,2024-06-08
D0985,Dr Youssef Mahmoud,Gastroenterology,Hope Clinic,Siwa,West,C,1,2025-02-13
D0986,Dr Omar Hassan,Pediatrics,Elite Clinic,Sohag,South,A,1,2024-04-19
D0987,Dr Hassan El-Sayed,Pulmonology,Shifa Clinic,Jeddah,Gulf,C,1,2024-10-24
D0988,Dr Mohamed Saad,Internal Medicine,Shifa Clinic,Siwa,West,C,1,2023-06-02
D0989,Dr Ahmed Mostafa,Pediatrics,Life Clinic,Qena,South,B,1,2023-03-20
D0990,Dr Ali Mahmoud,Pediatrics,Shifa Clinic,Giza,Central,A,1,2024-08-05
D0991,Dr Omar Ali,Internal Medicine,Care Clinic,Port Said,East,C,1,2025-01-28
D0992,Dr Khaled Mostafa,Cardiology,Elite Clinic,Sohag,South,A,1,2023-11-01
D0993,Dr Mohamed Hassan,Gastroenterology,Care Clinic,Siwa,West,B,0,2025-04-09
D0994,Dr Ahmed El-Sayed,Gastroenterology,Noor Clinic,Damanhur,North,C,1,2024-07-01
D0995,Dr Ali Saad,Pulmonology,Elite Clinic,Alexandria,North,C,1,2024-02-19
D0996,Dr Omar Saad,Gastroenterology,Elite Clinic,Giza,Central,C,0,2024-01-05
D0997,Dr Ahmed El-Sayed,Gastroenterology,Elite Clinic,Riyadh,Gulf,A,1,2023-07-15
D0998,Dr Youssef Saad,Endocrinology,Hope Clinic,Asyut,South,B,1,2023-09-05
D0999,Dr Ahmed El-Sayed,Gastroenterology,Care Clinic,Asyut,South,C,1,2024-03-08
D1000,Dr Youssef Mostafa,ENT,Care Clinic,Qena,South,C,1,2025-05-30
D1001,Dr Ali Saad,Pediatrics,Noor Clinic,Sohag,South,A,1,2024-10-07
D1002,Dr Youssef Mostafa,General Practice,Hope Clinic,Siwa,West,C,1,2024-02-14
D1003,Dr Youssef Mostafa,ENT,Shifa Clinic,Jeddah,Gulf,B,1,2023-01-20
D1004,Dr Ahmed Ali,Gastroenterology,Hope Clinic,Cairo,Central,C,1,2024-04-29
D1005,Dr Omar Hassan,ENT,Noor Clinic,Riyadh,Gulf,C,1,2023-10-22
D1006,Dr Khaled Mostafa,Endocrinology,Elite Clinic,Suez,East,C,1,2024-12-02
D1007,Dr Youssef Saad,Pulmonology,Elite Clinic,Riyadh,Gulf,C,1,2024-02-04
D1008,Dr Mohamed Mahmoud,ENT,Elite Clinic,Riyadh,Gulf,C,1,2024-09-28
D1009,Dr Youssef El-Sayed,ENT,Noor Clinic,Dubai,Gulf,A,1,2024-09-12
D1010,Dr Khaled Mahmoud,Endocrinology,Shifa Clinic,Siwa,West,B,1,2023-01-19
D1011,Dr Ali El-Sayed,Pulmonology,Shifa Clinic,Dubai,Gulf,C,1,2023-02-02
D1012,Dr Khaled Mahmoud,Endocrinology,Life Clinic,Marsa Matruh,West,A,1,2023-09-22
D1013,Dr Omar El-Sayed,Pulmonology,Elite Clinic,Giza,Central,C,1,2024-09-10
D1014,Dr Ali Mostafa,ENT,Hope Clinic,Tanta,North,C,1,2023-04-19
D1015,Dr Ali Hassan,Cardiology,Shifa Clinic,Damanhur,North,C,1,2023-05-01
D1016,Dr Omar El-Sayed,Gastroenterology,Care Clinic,Qena,South,C,1,2024-05-25
D1017,Dr Youssef Ali,Neurology,Life Clinic,Riyadh,Gulf,C,1,2023-07-26
D1018,Dr Khaled Saad,Neurology,Noor Clinic,Sohag,South,B,1,2023-09-30
D1019,Dr Ali Hassan,Endocrinology,Care Clinic,Port Said,East,B,1,2024-03-07
D1020,Dr Ali Saad,Pediatrics,Shifa Clinic,Siwa,West,C,0,2024-06-12
D1021,Dr Ahmed El-Sayed,Pulmonology,Shifa Clinic,Tanta,North,C,1,2024-06-13
D1022,Dr Omar Saad,Pulmonology,Care Clinic,Suez,East,B,1,2023-02-07
D1023,Dr Omar Mostafa,General Practice,Shifa Clinic,Cairo,Central,C,1,2024-11-28
D1024,Dr Hassan Mostafa,Neurology,Care Clinic,Jeddah,Gulf,C,1,2023-10-14
D1025,Dr Ali Mostafa,ENT,Elite Clinic,Riyadh,Gulf,C,1,2024-10-01
D1026,Dr Ahmed Mostafa,Pediatrics,Shifa Clinic,Siwa,West,C,1,2023-03-28
D1027,Dr Hassan Mostafa,General Practice,Shifa Clinic,Marsa Matruh,West,C,1,2023-04-06
D1028,Dr Hassan Mahmoud,Pulmonology,Care Clinic,Giza,Central,A,1,2024-07-06
D1029,Dr Ali Mahmoud,Pediatrics,Shifa Clinic,Port Said,East,C,1,2023-03-03
D1030,Dr Youssef Mahmoud,Neurology,Hope Clinic,Jeddah,Gulf,A,1,2023-05-08
D1031,Dr Hassan Mostafa,ENT,Elite Clinic,Dubai,Gulf,B,1,2025-02-02
D1032,Dr Khaled Saad,General Practice,Elite Clinic,Jeddah,Gulf,C,1,2023-11-03
D1033,Dr Hassan Mostafa,Pediatrics,Care Clinic,Cairo,Central,C,1,2023-12-02
D1034,Dr Ahmed El-Sayed,Internal Medicine,Life Clinic,Suez,East,A,1,2024-02-26
D1035,Dr Hassan Ali,ENT,Hope Clinic,Marsa Matruh,West,B,1,2024-11-24
D1036,Dr Omar Ali,Gastroenterology,Elite Clinic,Giza,Central,C,1,2024-03-26
D1037,Dr Mohamed Saad,Pulmonology,Hope Clinic,Marsa Matruh,West,C,1,2024-04-13
D1038,Dr Hassan Mahmoud,Endocrinology,Life Clinic,Cairo,Central,B,1,2023-06-10
D1039,Dr Hassan Hassan,Internal Medicine,Life Clinic,Giza,Central,A,1,2023-02-11
D1040,Dr Mohamed Hassan,Neurology,Hope Clinic,Suez,East,B,1,2025-03-21
D1041,Dr Omar Ali,Gastroenterology,Life Clinic,Marsa Matruh,West,C,1,2025-04-18
D1042,Dr Hassan Mahmoud,Neurology,Hope Clinic,Damanhur,North,A,1,2024-05-07
D1043,Dr Mohamed Hassan,Pediatrics,Hope Clinic,Siwa,West,B,1,2024-09-12
D1044,Dr Khaled El-Sayed,ENT,Hope Clinic,Riyadh,Gulf,C,1,2025-01-15
D1045,Dr Hassan El-Sayed,Pediatrics,Elite Clinic,Jeddah,Gulf,B,0,2023-12-14
D1046,Dr Omar Saad,Internal Medicine,Shifa Clinic,Siwa,West,C,1,2024-08-08
D1047,Dr Hassan El-Sayed,General Practice,Hope Clinic,Cairo,Central,A,0,2024-07-08
D1048,Dr Hassan Hassan,ENT,Life Clinic,Cairo,Central,C,1,2024-11-05
D1049,Dr Youssef El-Sayed,Endocrinology,Hope Clinic,Ismailia,East,C,1,2024-08-16
D1050,Dr Khaled Ali,Pediatrics,Care Clinic,Giza,Central,C,1,2023-01-24
D1051,Dr Ahmed Mostafa,General Practice,Care Clinic,Marsa Matruh,West,B,1,2023-04-28
D1052,Dr Youssef Saad,Pulmonology,Care Clinic,Ismailia,East,B,1,2023-11-11
D1053,Dr Youssef El-Sayed,Neurology,Shifa Clinic,Damanhur,North,B,1,2023-11-02
D1054,Dr Ahmed Hassan,Neurology,Care Clinic,Sohag,South,B,0,2023-05-04
D1055,Dr Khaled El-Sayed,ENT,Shifa Clinic,Cairo,Central,C,1,2023-04-28
D1056,Dr Ahmed Mahmoud,Internal Medicine,Hope Clinic,Siwa,West,B,1,2023-08-28
D1057,Dr Khaled Mostafa,Endocrinology,Noor Clinic,Cairo,Central,C,1,2023-05-09
D1058,Dr Hassan Hassan,General Practice,Care Clinic,Marsa Matruh,West,B,0,2024-01-18
D1059,Dr Ali Mostafa,General Practice,Shifa Clinic,Giza,Central,B,1,2024-04-20
D1060,Dr Hassan Mahmoud,Cardiology,Elite Clinic,Dubai,Gulf,A,0,2023-10-07
D1061,Dr Mohamed Saad,Endocrinology,Hope Clinic,Siwa,West,C,1,2023-02-16
D1062,Dr Mohamed Saad,Gastroenterology,Hope Clinic,Cairo,Central,A,1,2025-04-30
D1063,Dr Omar Mahmoud,Endocrinology,Elite Clinic,Suez,East,C,0,2023-11-22
D1064,Dr Khaled Hassan,ENT,Noor Clinic,Port Said,East,B,1,2023-11-26
D1065,Dr Hassan Ali,Cardiology,Life Clinic,Giza,Central,C,1,2023-01-03
D1066,Dr Youssef Ali,Pulmonology,Hope Clinic,Damanhur,North,B,1,2024-12-21
D1067,Dr Omar Ali,Internal Medicine,Elite Clinic,Damanhur,North,C,1,2025-04-15
D1068,Dr Ali Saad,Pediatrics,Life Clinic,Tanta,North,C,1,2023-07-01
D1069,Dr Omar El-Sayed,Neurology,Shifa Clinic,Tanta,North,C,1,2023-08-15
D1070,Dr Khaled Saad,Neurology,Care Clinic,Jeddah,Gulf,B,1,2024-10-02
D1071,Dr Omar Mostafa,Neurology,Care Clinic,Sohag,South,A,1,2024-12-21
D1072,Dr Youssef Hassan,Pediatrics,Hope Clinic,Alexandria,North,A,1,2024-05-27
D1073,Dr Mohamed Mahmoud,Pulmonology,Hope Clinic,Qena,South,A,1,2023-03-08
D1074,Dr Omar Mostafa,Gastroenterology,Hope Clinic,Qena,South,B,1,2024-12-10
D1075,Dr Omar Saad,General Practice,Elite Clinic,Port Said,East,C,1,2024-03-13
D1076,Dr Omar Mostafa,Pediatrics,Noor Clinic,Tanta,North,C,1,2023-05-05
D1077,Dr Ahmed Mahmoud,General Practice,Noor Clinic,Siwa,West,C,1,2023-08-18
D1078,Dr Hassan El-Sayed,Neurology,Elite Clinic,Giza,Central,A,1,2023-03-25
D1079,Dr Mohamed Mahmoud,Pediatrics,Shifa Clinic,Qena,South,C,0,2023-07-21
D1080,Dr Hassan Saad,Internal Medicine,Shifa Clinic,Damanhur,North,A,1,2023-01-25
D1081,Dr Ahmed Mahmoud,Internal Medicine,Hope Clinic,Ismailia,East,B,0,2025-05-02
D1082,Dr Ahmed El-Sayed,ENT,Life Clinic,Asyut,South,C,1,2024-08-15
D1083,Dr Mohamed El-Sayed,Neurology,Noor Clinic,Tanta,North,C,1,2025-03-12
D1084,Dr Ahmed Mahmoud,Pediatrics,Noor Clinic,Tanta,North,A,1,2024-07-26
D1085,Dr Hassan El-Sayed,Pediatrics,Noor Clinic,Marsa Matruh,West,B,1,2024-11-06
D1086,Dr Omar Saad,Pediatrics,Life Clinic,Siwa,West,C,1,2023-12-14
D1087,Dr Ahmed Mostafa,Endocrinology,Care Clinic,Siwa,West,A,1,2024-12-31
D1088,Dr Hassan Ali,General Practice,Care Clinic,Cairo,Central,B,1,2025-01-12
D1089,Dr Hassan Saad,Cardiology,Shifa Clinic,Asyut,South,A,1,2024-03-22
D1090,Dr Hassan Mahmoud,General Practice,Shifa Clinic,Port Said,East,C,1,2023-11-13
D1091,Dr Mohamed Mostafa,General Practice,Hope Clinic,Ismailia,East,C,1,2023-02-28
D1092,Dr Ali El-Sayed,Neurology,Shifa Clinic,Tanta,North,B,1,2023-07-26
D1093,Dr Omar Mahmoud,ENT,Hope Clinic,Qena,South,C,0,2024-09-06
D1094,Dr Ali El-Sayed,Gastroenterology,Noor Clinic,Giza,Central,B,1,2024-04-10
D1095,Dr Mohamed Ali,Endocrinology,Elite Clinic,Asyut,South,C,1,2023-08-07
D1096,Dr Khaled El-Sayed,Pediatrics,Life Clinic,Port Said,East,B,1,2023-01-07
D1097,Dr Omar Mostafa,General Practice,Shifa Clinic,Ismailia,East,A,1,2023-07-19
D1098,Dr Omar Hassan,Endocrinology,Shifa Clinic,Alexandria,North,B,1,2023-09-26
D1099,Dr Ahmed El-Sayed,Pulmonology,Elite Clinic,Cairo,Central,B,1,2023-09-26
D1100,Dr Mohamed Mahmoud,Internal Medicine,Shifa Clinic,Sohag,South,B,1,2024-04-12
D1101,Dr Omar El-Sayed,General Practice,Life Clinic,Dubai,Gulf,C,0,2024-03-20
D1102,Dr Khaled Mostafa,Endocrinology,Noor Clinic,Asyut,South,B,1,2024-01-19
D1103,Dr Hassan Mahmoud,Cardiology,Care Clinic,Dubai,Gulf,C,1,2025-05-24
D1104,Dr Ali Mostafa,Cardiology,Hope Clinic,Ismailia,East,C,1,2023-05-10
D1105,Dr Ahmed Hassan,Internal Medicine,Hope Clinic,Marsa Matruh,West,C,1,2024-09-21
D1106,Dr Khaled Mostafa,ENT,Elite Clinic,Siwa,West,C,1,2024-12-30
D1107,Dr Hassan Saad,ENT,Life Clinic,Siwa,West,B,1,2025-03-20
D1108,Dr Khaled Ali,Endocrinology,Noor Clinic,Asyut,South,B,1,2023-08-12
D1109,Dr Ahmed Mahmoud,Neurology,Noor Clinic,Cairo,Central,B,1,2025-02-08
D1110,Dr Khaled Ali,Endocrinology,Noor Clinic,Giza,Central,C,1,2024-09-28
D1111,Dr Youssef El-Sayed,Pediatrics,Care Clinic,Siwa,West,B,1,2023-10-07
D1112,Dr Khaled Mostafa,Gastroenterology,Hope Clinic,Marsa Matruh,West,C,1,2023-03-26
D1113,Dr Khaled El-Sayed,Gastroenterology,Hope Clinic,Cairo,Central,C,1,2023-03-15
D1114,Dr Ali Saad,Endocrinology,Shifa Clinic,Sohag,South,C,1,2025-02-02
D1115,Dr Hassan Mahmoud,Pulmonology,Life Clinic,Qena,South,C,1,2025-01-27
D1116,Dr Ali Mostafa,Neurology,Elite Clinic,Suez,East,C,1,2024-02-20
D1117,Dr Youssef Hassan,General Practice,Care Clinic,Tanta,North,C,0,2025-06-05
D1118,Dr Hassan Ali,Endocrinology,Elite Clinic,Jeddah,Gulf,B,1,2025-03-15
D1119,Dr Omar Ali,Internal Medicine,Care Clinic,Siwa,West,B,1,2025-02-27
D1120,Dr Mohamed Mahmoud,General Practice,Elite Clinic,Siwa,West,A,1,2025-06-13
